日期,星期,最高气温,最低气温,天气,风向
2024-01-25,星期四,5,-7,晴,西南风1级
2024-01-26,星期五,4,-6,晴~多云,东南风1级
2024-01-27,星期六,3,-8,阴~晴,东南风1级
2024-01-28,星期日,6,-7,雾~多云,东南风1级
2024-01-29,星期一,4,-5,晴~多云,东北风2级
2024-01-30,星期二,-1,-6,多云,东北风1级
2024-01-31,星期三,2,-7,雾~阴,东北风3级
2024-02-01,星期四,-1,-9,阴~多云,西南风 2级
2024-02-02,星期五,0,-8,雾~多云,西南风 1级
2024-02-03,星期六,3,-9,雾~多云,东南风 1级
2024-02-04,星期日,0,-6,多云~小雪,东南风 1级
2024-02-05,星期一,3,-7,多云~阴,西南风 2级
2024-02-06,星期二,4,-7,雾~晴,东南风 1级
2024-02-07,星期三,5,-7,晴,东南风 1级
2024-02-08,星期四,6,-6,雾~多云,东南风 1级
2024-02-09,星期五,8,-7,雾~多云,东北风 1级
2024-02-10,星期六,6,-4,晴~多云,西南风 1级
2024-02-11,星期日,12,-3,雾~晴,东北风1级
2024-02-12,星期一,12,-3,阴~晴,东南风1级
2024-02-13,星期二,14,-1,多云,东北风2级
2024-02-14,星期三,12,-3,雾~阴,东北风3级
2024-02-15,星期四,9,-5,晴,西南风1级
2024-02-16,星期五,9,-2,多云,西南风2级
2024-02-17,星期六,10,1,雾~多云,东北风1级
2024-02-18,星期日,9,-1,小雨~阴,东北风3级
2024-02-19,星期一,4,-5,阴,东北风3级
2024-02-20,星期二,-1,-6,小雪,东风2级
2024-02-21,星期三,-1,-7,阴~多云,南风2级
2024-02-22,星期四,3,-8,多云~晴,东北风微
2024-02-23,星期五,4,-4,多云,南风1级
2024-02-24,星期六,5,-6,阴~多云,西南风2级
2024-02-25,星期日,9,-4,雾~晴,东南风1级
2024-02-26,星期一,4,-4,多云,东南风2级
2024-02-27,星期二,6,-2,阴~多云,西南风3级
2024-02-28,星期三,6,-2,多云,东北风3级
2024-02-29,星期四,5,-8,多云~晴,东北风2级
2024-03-01,星期五,5,-4,晴,西南风 3级
2024-03-02,星期六,12,-3,晴,南风 1级
2024-03-03,星期日,10,-3,晴,东南风 2级
2024-03-04,星期一,7,2,阴~雨夹雪,东北风 3级
2024-03-05,星期二,3,-2,雨夹雪~阴,东北风 2级
2024-03-06,星期三,9,-2,雾~多云,东南风 1级
2024-03-07,星期四,12,-4,雾~晴,西北风 3级
2024-03-08,星期五,11,-3,晴,西南风 2级
2024-03-09,星期六,14,0,晴,西南风 3级
2024-03-10,星期日,13,1,阴~多云,西南风 1级
2024-03-11,星期一,17,-2,阴~多云,东北风3级
2024-03-12,星期二,15,1,晴,西南风2级
2024-03-13,星期三,20,3,多云~晴,南风1级
2024-03-14,星期四,21,4,晴,西南风3级
2024-03-15,星期五,21,10,多云,西南风3级
2024-03-16,星期六,20,5,小雨~晴,西北风3级
2024-03-17,星期日,14,3,多云~晴,西南风2级
2024-03-18,星期一,15,0,多云~晴,西北风1级
2024-03-19,星期二,18,-1,晴,西北风3级
2024-03-20,星期三,15,2,晴,西南风3级
2024-03-21,星期四,13,2,阴~小雨,东北风2级
2024-03-22,星期五,22,7,多云~晴,西北风2级
2024-03-23,星期六,22,10,阴,东北风1级
2024-03-24,星期日,13,6,阴~小雨,东北风2级
2024-03-25,星期一,16,7,雾~晴,西南风1级
2024-03-26,星期二,15,9,多云,西南风3级
2024-03-27,星期三,11,8,多云~阴,西南风1级
2024-03-28,星期四,17,5,多云,西北风2级
2024-03-29,星期五,21,7,多云~晴,西南风1级
2024-03-30,星期六,21,8,晴,西北风微
2024-03-31,星期日,21,7,晴,东北风2级
2024-04-01,星期一,14,9,多云~小雨,东风 3级
2024-04-02,星期二,18,12,阴~小雨,东北风 3级
2024-04-03,星期三,19,9,阴~多云,西南风 2级
2024-04-04,星期四,17,6,阴~多云,南风 2级
2024-04-05,星期五,20,11,多云~晴,西南风 1级
2024-04-06,星期六,26,12,多云,西南风 2级
2024-04-07,星期日,26,13,多云,西南风 2级
2024-04-08,星期一,20,9,多云~阴,东南风 3级
2024-04-09,星期二,16,8,多云~阵雨,西南风 3级
2024-04-10,星期三,14,4,小雨~阴,西风 1级
2024-04-11,星期四,23,12,多云,西南风2级
2024-04-12,星期五,25,14,多云~晴,西南风3级
2024-04-13,星期六,25,17,多云~阴,西南风3级
2024-04-14,星期日,21,9,多云,西南风2级
2024-04-15,星期一,23,11,多云~晴,西北风4级
2024-04-16,星期二,25,12,多云~晴,西南风2级
2024-04-17,星期三,26,14,晴,西南风2级
2024-04-18,星期四,29,14,多云,东风3级
2024-04-19,星期五,21,13,阴~多云,东北风4级
2024-04-20,星期六,23,10,多云~晴,东风1级
2024-04-21,星期日,24,12,晴,西南风2级
2024-04-22,星期一,25,14,阴~雷阵雨,南风1级
2024-04-23,星期二,23,7,阴~晴,北风3级
2024-04-24,星期三,25,11,晴,西南风3级
2024-04-25,星期四,26,16,多云~晴,南风1级
2024-04-26,星期五,26,16,多云~雷阵雨,西北风1级
2024-04-27,星期六,22,14,多云~雷阵雨,东风3级
2024-04-28,星期日,17,11,阴~小雨,东北风3级
2024-04-29,星期一,13,8,小雨~多云,东风1级
2024-04-30,星期二,24,11,多云~晴,西风1级
2024-05-01,星期三,26,11,阴~晴,西南风 2级
2024-05-02,星期四,26,13,晴,西南风 3级
2024-05-03,星期五,26,14,晴~多云,西南风 3级
2024-05-04,星期六,23,15,阴,南风 2级
2024-05-05,星期日,21,15,阴~小雨,东南风 1级
2024-05-06,星期一,26,14,多云,东风 2级
2024-05-07,星期二,27,13,多云~晴,西南风 1级
2024-05-08,星期三,29,18,晴,西南风 3级
2024-05-09,星期四,28,21,多云,东南风 2级
2024-05-10,星期五,27,14,小雨~多云,西风 2级
2024-05-11,星期六,27,12,晴,西北风4级
2024-05-12,星期日,28,12,晴,西北风3级
2024-05-13,星期一,31,19,晴,西南风3级
2024-05-14,星期二,33,12,多云,东北风4级
2024-05-15,星期三,26,15,晴~多云,西南风2级
2024-05-16,星期四,28,15,阴~多云,西南风2级
2024-05-17,星期五,32,19,晴,东北风2级
2024-05-18,星期六,31,21,多云~阴,东南风2级
2024-05-19,星期日,24,15,阴~雷阵雨,东北风3级
2024-05-20,星期一,25,17,晴~多云,西南风3级
2024-05-21,星期二,27,16,晴,东南风2级
2024-05-22,星期三,31,22,多云,西南风3级
2024-05-23,星期四,31,19,多云~雷阵雨,东北风3级
2024-05-24,星期五,19,18,阴~阵雨,东北风2级
2024-05-25,星期六,21,14,中雨~阴,东北风2级
2024-05-26,星期日,29,15,多云~晴,西北风4级
2024-05-27,星期一,29,16,晴,东风2级
2024-05-28,星期二,30,20,阴~多云,西南风2级
2024-05-29,星期三,32,20,阴~多云,西南风4级
2024-05-30,星期四,32,19,小雨~多云,西风2级
2024-05-31,星期五,29,15,晴,北风3级
2024-06-01,星期六,32,19,多云,南风 2级
2024-06-02,星期日,31,19,阴~多云,东北风 3级
2024-06-03,星期一,32,20,多云,东南风 1级
2024-06-04,星期二,32,22,阴,南风 2级
2024-06-05,星期三,28,19,阴,西南风 3级
2024-06-06,星期四,29,21,阴,西南风 3级
2024-06-07,星期五,21,15,大雨~晴,北风 1级
2024-06-08,星期六,32,21,多云,西南风 1级
2024-06-09,星期日,36,19,多云,东风 2级
2024-06-10,星期一,34,20,多云,西北风 1级
2024-06-11,星期二,39,21,阴~多云,西南风2级
2024-06-12,星期三,38,22,阴~多云,北风1级
2024-06-13,星期四,34,22,阴~中雨,北风1级
2024-06-14,星期五,34,22,多云,东北风2级
2024-06-15,星期六,32,19,多云,东北风3级
2024-06-16,星期日,34,21,晴,东南风1级
2024-06-17,星期一,37,22,多云~晴,西南风3级
2024-06-18,星期二,37,24,多云,西南风3级
2024-06-19,星期三,36,23,阴~多云,南风3级
2024-06-20,星期四,35,23,多云,东北风2级
2024-06-21,星期五,24,22,暴雨~阴,东北风1级
2024-06-22,星期六,36,21,晴,西风3级
2024-06-23,星期日,31,20,多云,西北风4级
2024-06-24,星期一,32,20,晴,东北风2级
2024-06-25,星期二,35,20,晴,东北风3级
2024-06-26,星期三,36,22,多云~晴,南风3级
2024-06-27,星期四,35,22,多云~晴,西南风4级
2024-06-28,星期五,35,23,阴~晴,西南风3级
2024-06-29,星期六,33,22,中雨~雷阵雨,东风1级
2024-06-30,星期日,31,22,小雨~中雨,东北风1级
2024-07-01,星期一,28,22,阴~雷阵雨,东北风 1级
2024-07-02,星期二,23,18,小雨~多云,东北风 2级
2024-07-03,星期三,28,21,雾~雷阵雨,西南风 2级
2024-07-04,星期四,30,21,多云,东南风 2级
2024-07-05,星期五,31,22,小雨~雷阵雨,东南风 1级
2024-07-06,星期六,33,23,雾~多云,西南风 2级
2024-07-07,星期日,32,22,阴~多云,东风 2级
2024-07-08,星期一,33,23,阴~多云,东北风 2级
2024-07-09,星期二,32,23,阴~多云,东南风 2级
2024-07-10,星期三,33,24,阴~多云,西南风 2级
2024-07-11,星期四,34,25,多云,西南风2级
2024-07-12,星期五,31,22,暴雨~大雨,西南风1级
2024-07-13,星期六,26,22,多云~阴,东北风2级
2024-07-14,星期日,29,22,多云,东风2级
2024-07-15,星期一,28,23,多云~雷阵雨,西北风1级
2024-07-16,星期二,30,22,多云,东南风1级
2024-07-17,星期三,35,22,多云~晴,西南风1级
2024-07-18,星期四,36,25,晴~多云,西北风2级
2024-07-19,星期五,36,25,阴~雷阵雨,西南风3级
2024-07-20,星期六,35,26,多云~晴,西南风3级
2024-07-21,星期日,34,27,阴~中雨,西南风2级
2024-07-22,星期一,33,26,阴~多云,东北风1级
2024-07-23,星期二,35,28,雾~多云,西南风2级
2024-07-24,星期三,35,25,阴~暴雨,东南风1级
2024-07-25,星期四,26,24,中雨~阴,东南风1级
2024-07-26,星期五,32,24,阴~多云,东北风1级
2024-07-27,星期六,34,25,雾~多云,东北风2级
2024-07-28,星期日,34,26,阴~多云,西风1级
2024-07-29,星期一,34,25,阴~大雨,西南风1级
2024-07-30,星期二,31,24,大暴雨~中雨,西风1级
2024-07-31,星期三,33,24,大雨~雷阵雨,西南风1级
2024-08-01,星期四,34,25,阴~多云,东北风 1级
2024-08-02,星期五,34,25,多云~中雨,东风 1级
2024-08-03,星期六,33,24,阴~大雨,东北风 1级
2024-08-04,星期日,33,24,雾~多云,东北风 2级
2024-08-05,星期一,33,24,多云~晴,东南风 1级
2024-08-06,星期二,34,25,阴~多云,东南风 1级
2024-08-07,星期三,30,23,阴~多云,西南风 2级
2024-08-08,星期四,33,24,雾~多云,东南风 1级
2024-08-09,星期五,28,24,暴雨~大雨,东北风 2级
2024-08-10,星期六,33,23,多云,西南风 2级
2024-08-11,星期日,33,23,多云~阴,西风2级
2024-08-12,星期一,33,22,阴~多云,东北风2级
2024-08-13,星期二,30,22,多云~晴,东北风3级
2024-08-14,星期三,32,23,阴~多云,东风1级
2024-08-15,星期四,32,23,阴~多云,南风2级
2024-08-16,星期五,31,23,大雨~中雨,西南风1级
2024-08-17,星期六,31,23,雾~中雨,南风1级
2024-08-18,星期日,30,22,阴~雷阵雨,南风1级
2024-08-19,星期一,27,22,雾~中雨,东风2级
2024-08-20,星期二,29,21,小雨~多云,东北风2级
2024-08-21,星期三,31,23,多云~晴,西南风1级
2024-08-22,星期四,34,24,阴~晴,西南风1级
2024-08-23,星期五,33,23,小雨~多云,南风1级
2024-08-24,星期六,32,24,阴~多云,西南风1级
2024-08-25,星期日,29,22,阴~暴雨,西北风1级
2024-08-26,星期一,21,20,暴雨~阴,东北风5级
2024-08-27,星期二,31,17,晴,东北风2级
2024-08-28,星期三,31,18,阴~晴,西南风1级
2024-08-29,星期四,30,20,晴,西南风2级
2024-08-30,星期五,33,23,雾~雷阵雨,东南风1级
2024-08-31,星期六,29,24,阴转小雨,东北风2级
2024-09-01,星期日,32,19,雾~多云,东北风 3级
2024-09-02,星期一,28,19,阴~多云,东南风 1级
2024-09-03,星期二,27,21,阴~多云,西南风 2级
2024-09-04,星期三,28,22,阴~阵雨,东南风 1级
2024-09-05,星期四,30,18,多云~晴,东北风 2级
2024-09-06,星期五,30,20,阴~雷阵雨,西南风 1级
2024-09-07,星期六,22,20,小雨~中雨,东北风 3级
2024-09-08,星期日,25,21,阵雨~雷阵雨,东北风 1级
2024-09-09,星期一,24,23,小雨~雷阵雨,东北风 1级
2024-09-10,星期二,24,16,小雨~多云,东北风 2级
2024-09-11,星期三,28,16,阴~晴,东北风2级
2024-09-12,星期四,29,18,晴,东南风1级
2024-09-13,星期五,29,20,阴,东南风2级
2024-09-14,星期六,23,15,阴~多云,东风2级
2024-09-15,星期日,23,16,多云~晴,西南风2级
2024-09-16,星期一,27,19,晴,西南风1级
2024-09-17,星期二,29,20,晴~多云,东北风2级
2024-09-18,星期三,29,21,阴~多云,东风2级
2024-09-19,星期四,29,19,雾~雷阵雨,南风1级
2024-09-20,星期五,18,10,阴~多云,东北风4级
2024-09-21,星期六,24,13,阴~晴,北风3级
2024-09-22,星期日,21,9,多云~晴,西北风1级
2024-09-23,星期一,24,12,晴,西南风2级
2024-09-24,星期二,25,15,晴~阴,西南风3级
2024-09-25,星期三,25,14,多云,东北风3级
2024-09-26,星期四,23,18,雾~阴,南风1级
2024-09-27,星期五,25,19,雾~多云,东南风1级
2024-09-28,星期六,23,19,雾~阴,东北风2级
2024-09-29,星期日,25,15,雾~中雨,西南风2级
2024-09-30,星期一,17,12,大雨,东北风4级
2024-10-01,星期二,18,5,多云,西北风 4级
2024-10-02,星期三,20,5,晴,西南风 2级
2024-10-03,星期四,23,7,晴,西南风 2级
2024-10-04,星期五,22,9,多云~晴,西南风 3级
2024-10-05,星期六,23,14,多云~阴,西南风 2级
2024-10-06,星期日,20,10,多云~小雨,东北风 1级
2024-10-07,星期一,22,8,晴,西南风 1级
2024-10-08,星期二,23,11,晴~多云,西南风 1级
2024-10-09,星期三,19,11,多云~晴,西南风 1级
2024-10-10,星期四,21,8,晴,西南风 2级
2024-10-11,星期五,24,10,晴,西南风2级
2024-10-12,星期六,24,14,多云,东南风1级
2024-10-13,星期日,17,13,雾~小雨,北风1级
2024-10-14,星期一,21,15,多云,西南风2级
2024-10-15,星期二,22,10,阴~多云,东北风3级
2024-10-16,星期三,19,14,多云~阴,西南风2级
2024-10-17,星期四,16,14,阴~小雨,东北风2级
2024-10-18,星期五,19,5,小雨~多云,东北风3级
2024-10-19,星期六,13,1,晴,东风2级
2024-10-20,星期日,11,2,阴,西南风3级
2024-10-21,星期一,14,7,阴~小雨,西南风1级
2024-10-22,星期二,16,2,阴~晴,西北风1级
2024-10-23,星期三,19,5,晴,西南风2级
2024-10-24,星期四,22,7,多云~晴,东南风1级
2024-10-25,星期五,20,9,多云,西南风1级
2024-10-26,星期六,17,10,多云~阴,东北风1级
2024-10-27,星期日,18,4,多云~晴,东北风2级
2024-10-28,星期一,19,6,多云~晴,西南风2级
2024-10-29,星期二,20,8,多云~晴,东南风1级
2024-10-30,星期三,17,9,多云,东北风1级
2024-10-31,星期四,16,10,重度雾霾,西南风2级
2024-11-01,星期五,18,9,多云,西南风 1级
2024-11-02,星期六,12,8,雾~晴,西南风 2级
2024-11-03,星期日,20,4,多云~晴,北风 3级
2024-11-04,星期一,13,1,晴,东北风 1级
2024-11-05,星期二,17,2,晴,西南风 1级
2024-11-06,星期三,16,3,晴~多云,东南风 1级
2024-11-07,星期四,15,5,多云,东北风 1级
2024-11-08,星期五,15,5,多云,西南风 1级
2024-11-09,星期六,16,8,多云,西南风 2级
2024-11-10,星期日,19,8,多云,东北风 2级
2024-11-11,星期一,15,6,多云,西南风1级
2024-11-12,星期二,16,10,多云~小雨,东北风2级
2024-11-13,星期三,10,8,小雨,东北风2级
2024-11-14,星期四,19,6,雾~多云,西南风1级
2024-11-15,星期五,14,11,雾~阴,东南风1级
2024-11-16,星期六,15,1,晴,东北风3级
2024-11-17,星期日,12,0,晴,西风1级
2024-11-18,星期一,8,-1,多云,东南风1级
2024-11-19,星期二,10,0,多云~晴,西南风2级
2024-11-20,星期三,14,-2,雾~晴,南风1级
2024-11-21,星期四,17,0,多云~晴,北风1级
2024-11-22,星期五,14,0,晴,东南风1级
2024-11-23,星期六,10,1,晴~多云,西南风1级
2024-11-24,星期日,9,5,多云~小雨,西南风1级
2024-11-25,星期一,8,-4,阴~多云,北风3级
2024-11-26,星期二,3,-4,晴,西北风4级
2024-11-27,星期三,5,-5,晴,西北风4级
2024-11-28,星期四,7,-2,阴,西北风3级
2024-11-29,星期五,15,0,晴,西风2级
2024-11-30,星期六,15,0,晴,西北风2级
2024-12-01,星期日,13,-2,雾~晴,东北风 1级
2024-12-02,星期一,5,-4,晴~多云,东北风 1级
2024-12-03,星期二,7,-3,晴,西南风 1级
2024-12-04,星期三,8,-4,晴~多云,西南风 2级
2024-12-05,星期四,10,-3,雾~多云,西北风 1级
2024-12-06,星期五,9,-4,多云,西北风 2级
2024-12-07,星期六,6,-5,晴,西北风 1级
2024-12-08,星期日,6,-7,晴,西南风 1级
2024-12-09,星期一,6,-5,多云~晴,南风 1级
2024-12-10,星期二,7,-2,阴~多云,东北风 1级
2024-12-11,星期三,6,-3,多云,东南风1级
2024-12-12,星期四,3,-4,雾~阴,西南风1级
2024-12-13,星期五,5,-7,晴,西北风2级
2024-12-14,星期六,7,-7,晴,西南风2级
2024-12-15,星期日,8,-5,晴,西南风2级
2024-12-16,星期一,9,-3,晴,西南风1级
2024-12-17,星期二,5,-5,晴,东北风1级
2024-12-18,星期三,5,-5,晴~多云,西南风1级
2024-12-19,星期四,2,-7,阴~晴,西南风2级
2024-12-20,星期五,4,-9,晴,西北风2级
2024-12-21,星期六,5,-8,晴,西风1级
2024-12-22,星期日,5,-7,晴,西南风1级
2024-12-23,星期一,7,-6,晴,西南风1级
2024-12-24,星期二,5,-7,多云~晴,西南风2级
2024-12-25,星期三,6,-6,多云~晴,东北风2级
2024-12-26,星期四,1,-6,多云,西南风1级
2024-12-27,星期五,3,-10,晴,西北风2级
2024-12-28,星期六,6,-8,晴,西南风1级
2024-12-29,星期日,4,-7,阴~晴,西南风1级
2024-12-30,星期一,9,-5,多云~晴,北风3级
2024-12-31,星期二,7,-2,晴,西南风2级
